WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13743,20160304,1452,11,OVC031, ,10.00, , , ,41, ,5.0, ,36, ,2.3, ,29, ,-1.7, , 62, ,16, ,350, ,23, ,29.97, , , , , ,30.03, ,AA, , , ,30.04, 
13743,20160304,1552,11,OVC032, ,10.00, , , ,41, ,5.0, ,36, ,2.3, ,29, ,-1.7, , 62, ,16, ,360, , , ,29.98, , , , , ,30.05, ,AA, , , ,30.05, 
13743,20160304,1652,11,OVC031, ,10.00, , , ,40, ,4.4, ,36, ,2.0, ,29, ,-1.7, , 65, ,13, ,360, , , ,30.00, , , , , ,30.07, ,AA, , , ,30.07, 
13743,20160304,1752,11,OVC032, ,10.00, , , ,41, ,5.0, ,36, ,2.3, ,29, ,-1.7, , 62, ,13, ,340, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
13743,20160304,1852,11,OVC034, ,10.00, , , ,40, ,4.4, ,36, ,2.0, ,29, ,-1.7, , 65, ,14, ,360, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160304,1952,11,OVC035, ,10.00, , , ,40, ,4.4, ,35, ,1.8, ,28, ,-2.2, , 62, ,14, ,340, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160304,2052,11,OVC037, ,10.00, , , ,40, ,4.4, ,34, ,1.2, ,25, ,-3.9, , 55, ,20, ,340, ,24, ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160304,2152,11,OVC042, ,10.00, , , ,39, ,3.9, ,34, ,0.9, ,25, ,-3.9, , 57, ,14, ,360, , , ,30.09, , , , , ,30.15, ,AA, , , ,30.16, 
13743,20160304,2252,11,OVC046, ,10.00, , , ,39, ,3.9, ,34, ,0.9, ,25, ,-3.9, , 57, ,10, ,360, , , ,30.09, , , , , ,30.16, ,AA, , , ,30.16, 
13743,20160304,2352,11,OVC045, ,10.00, , , ,39, ,3.9, ,34, ,0.9, ,25, ,-3.9, , 57, , 8, ,340, , , ,30.10, , , , , ,30.17, ,AA, , , ,30.17, 
13743,20160305,0052,11,BKN043, ,10.00, , , ,39, ,3.9, ,34, ,0.9, ,25, ,-3.9, , 57, , 6, ,330, , , ,30.11, , , , , ,30.18, ,AA, , , ,30.18, 
13743,20160305,0152,11,OVC046, ,10.00, , , ,38, ,3.3, ,33, ,0.4, ,24, ,-4.4, , 57, , 9, ,340, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160305,0252,11,OVC047, ,10.00, , , ,38, ,3.3, ,32, ,0.1, ,22, ,-5.6, , 53, ,11, ,320, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160305,0352,11,OVC047, ,10.00, , , ,39, ,3.9, ,33, ,0.2, ,21, ,-6.1, , 48, , 9, ,320, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160305,0452,11,OVC045, ,10.00, , , ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 9, ,080, , , ,30.14, , , , , ,30.21, ,AA, , , ,30.21, 
13743,20160305,0552,11,OVC042, ,10.00, , , ,36, ,2.2, ,31, ,-0.7, ,21, ,-6.1, , 55, , 9, ,060, , , ,30.15, , , , , ,30.21, ,AA, , , ,30.22, 
13743,20160305,0652,11,OVC043, ,10.00, , , ,35, ,1.7, ,30, ,-1.2, ,20, ,-6.7, , 54, , 8, ,070, , , ,30.17, , , , , ,30.23, ,AA, , , ,30.24, 
13743,20160305,0752,11,OVC047, ,10.00, , , ,35, ,1.7, ,30, ,-1.0, ,21, ,-6.1, , 57, , 8, ,060, , , ,30.19, , , , , ,30.26, ,AA, , , ,30.26, 
13743,20160305,0852,11,OVC049, ,10.00, , , ,36, ,2.2, ,31, ,-0.7, ,21, ,-6.1, , 55, , 6, ,060, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160305,0952,11,SCT048 BKN140, ,10.00, , , ,38, ,3.3, ,32, ,0.1, ,22, ,-5.6, , 53, , 6, ,060, , , ,30.18, , , , , ,30.24, ,AA, , , ,30.25, 
13743,20160305,1052,11,FEW050 OVC120, ,10.00, , , ,38, ,3.3, ,32, ,-0.0, ,21, ,-6.1, , 50, , 0, ,000, , , ,30.17, , , , , ,30.24, ,AA, , , ,30.24, 
13743,20160305,1152,11,FEW050 OVC110, ,10.00, , , ,39, ,3.9, ,33, ,0.4, ,22, ,-5.6, , 51, , 0, ,000, , , ,30.16, , , , , ,30.22, ,AA, , , ,30.23, 
13743,20160305,1252,11,SCT050 OVC200, ,10.00, , , ,41, ,5.0, ,34, ,1.2, ,23, ,-5.0, , 49, , 5, ,160, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160305,1321,11,BKN049 OVC200, ,10.00, , , ,42, ,5.6, ,35, ,1.7, ,24, ,-4.4, , 49, , 8, ,160, , , ,30.12, , , , , ,M, ,SP, , , ,30.19, 
13743,20160305,1352,11,SCT049 BKN080 BKN150, ,10.00, , , ,43, ,6.1, ,36, ,2.0, ,24, ,-4.4, , 47, ,10, ,160, , , ,30.11, , , , , ,30.17, ,AA, , , ,30.18, 
13743,20160305,1452,11,OVC050, ,10.00, , , ,45, ,7.2, ,38, ,3.2, ,27, ,-2.8, , 49, ,15, ,190, , , ,30.09, , , , , ,30.16, ,AA, , , ,30.16, 
13743,20160305,1552,11,OVC050, ,10.00, , , ,44, ,6.7, ,37, ,2.7, ,26, ,-3.3, , 49, ,10, ,190, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160305,1652,11,BKN048 OVC075, ,10.00, , , ,43, ,6.1, ,36, ,2.4, ,26, ,-3.3, , 51, , 7, ,200, , , ,30.09, , , , , ,30.15, ,AA, , , ,30.16, 
13743,20160305,1752,11,BKN049, ,10.00, , , ,42, ,5.6, ,36, ,2.2, ,27, ,-2.8, , 55, ,10, ,170, , , ,30.09, , , , , ,30.15, ,AA, , , ,30.16, 
13743,20160305,1852,11,FEW075, ,10.00, , , ,41, ,5.0, ,36, ,2.1, ,28, ,-2.2, , 60, , 8, ,180, , , ,30.10, , , , , ,30.17, ,AA, , , ,30.17, 
13743,20160305,1952,11,SCT075, ,10.00, , , ,39, ,3.9, ,34, ,1.3, ,27, ,-2.8, , 62, , 7, ,150, , , ,30.11, , , , , ,30.18, ,AA, , , ,30.18, 
13743,20160305,2052,11,FEW075, ,10.00, , , ,38, ,3.3, ,34, ,0.9, ,27, ,-2.8, , 65, , 5, ,120, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160305,2152,11,BKN075, ,10.00, , , ,37, ,2.8, ,33, ,0.6, ,27, ,-2.8, , 67, , 5, ,160, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160305,2252,11,BKN075 OVC100, ,10.00, , , ,37, ,2.8, ,33, ,0.6, ,27, ,-2.8, , 67, , 7, ,150, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160305,2352,11,OVC090, ,10.00, , , ,37, ,2.8, ,34, ,0.8, ,28, ,-2.2, , 70, , 5, ,180, , , ,30.14, , , , , ,30.20, ,AA, , , ,30.21, 
13743,20160306,0052,11,OVC090, ,10.00, , , ,37, ,2.8, ,34, ,0.8, ,28, ,-2.2, , 70, , 5, ,130, , , ,30.14, , , , , ,30.21, ,AA, , , ,30.21, 
13743,20160306,0152,11,BKN095 OVC110, ,10.00, , , ,38, ,3.3, ,34, ,1.1, ,28, ,-2.2, , 67, , 3, ,160, , , ,30.15, , , , , ,30.22, ,AA, , , ,30.22, 
13743,20160306,0252,11,OVC046, ,10.00, , , ,38, ,3.3, ,34, ,1.3, ,29, ,-1.7, , 70, , 0, ,000, , , ,30.14, , , , , ,30.21, ,AA, , , ,30.21, 
13743,20160306,0352,11,OVC044, ,10.00, ,-RA, ,39, ,3.9, ,35, ,1.5, ,28, ,-2.2, , 65, , 0, ,000, , , ,30.13, , , , , ,30.20, ,AA, ,  T, ,30.20, 
13743,20160306,0452,11,OVC046, ,10.00, , , ,39, ,3.9, ,36, ,2.1, ,31, ,-0.6, , 73, , 3, ,050, , , ,30.13, , , , , ,30.20, ,AA, ,  T, ,30.20, 
13743,20160306,0552,11,OVC042, , 9.00, , , ,38, ,3.3, ,36, ,2.2, ,33, ,0.6, , 82, , 7, ,340, , , ,30.17, , , , , ,30.23, ,AA, , , ,30.24, 
13743,20160306,0652,11,BKN040 OVC060, , 7.00, , , ,38, ,3.3, ,36, ,2.2, ,33, ,0.6, , 82, , 3, ,VR , , , ,30.19, , , , , ,30.25, ,AA, , , ,30.26, 
13743,20160306,0752,11,BKN037 OVC050, , 7.00, , , ,39, ,3.9, ,37, ,2.7, ,34, ,1.1, , 82, , 3, ,030, , , ,30.21, , , , , ,30.28, ,AA, , , ,30.28, 
13743,20160306,0852,11,OVC035, , 7.00, , , ,40, ,4.4, ,37, ,3.0, ,34, ,1.1, , 79, , 0, ,000, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160306,0952,11,BKN030 OVC065, , 9.00, , , ,42, ,5.6, ,38, ,3.4, ,33, ,0.6, , 71, , 3, ,070, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160306,1052,11,OVC050, ,10.00, , , ,43, ,6.1, ,39, ,3.7, ,33, ,0.6, , 68, , 3, ,170, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160306,1152,11,FEW050 OVC060, ,10.00, , , ,45, ,7.2, ,40, ,4.5, ,34, ,1.1, , 65, , 3, ,090, , , ,30.24, , , , , ,30.31, ,AA, , , ,30.31, 
13743,20160306,1252,11,SCT045 OVC060, ,10.00, , , ,47, ,8.3, ,41, ,4.9, ,33, ,0.6, , 58, , 0, ,000, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160306,1352,11,BKN048 OVC060, ,10.00, , , ,47, ,8.3, ,41, ,5.1, ,34, ,1.1, , 61, , 5, ,150, , , ,30.21, , , , , ,30.28, ,AA, , , ,30.28, 
13743,20160306,1452,11,BKN045 BKN060, ,10.00, , , ,51, ,10.6, ,42, ,5.5, ,30, ,-1.1, , 45, , 7, ,340, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160306,1552,11,BKN055 BKN250, ,10.00, , , ,50, ,10.0, ,41, ,5.0, ,29, ,-1.7, , 44, , 8, ,340, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160306,1652,11,BKN060 BKN250, ,10.00, , , ,51, ,10.6, ,41, ,5.0, ,27, ,-2.8, , 39, , 6, ,280, , , ,30.19, , , , , ,30.26, ,AA, , , ,30.26, 
13743,20160306,1752,11,FEW060 BKN250, ,10.00, , , ,49, ,9.4, ,40, ,4.2, ,26, ,-3.3, , 41, , 9, ,280, , , ,30.21, , , , , ,30.27, ,AA, , , ,30.28, 
13743,20160306,1852,11,FEW065 BKN250, ,10.00, , , ,46, ,7.8, ,38, ,3.5, ,27, ,-2.8, , 48, , 8, ,350, , , ,30.22, , , , , ,30.29, ,AA, , , ,30.29, 
13743,20160306,1952,11,FEW070 BKN250, ,10.00, , , ,43, ,6.1, ,39, ,3.9, ,34, ,1.1, , 71, , 7, ,110, , , ,30.23, , , , , ,30.29, ,AA, , , ,30.30, 
13743,20160306,2052,11,FEW075 BKN250, ,10.00, , , ,42, ,5.6, ,38, ,3.4, ,33, ,0.6, , 71, , 3, ,170, , , ,30.24, , , , , ,30.31, ,AA, , , ,30.31, 
13743,20160306,2152,11,SCT250, ,10.00, , , ,41, ,5.0, ,37, ,2.9, ,32, ,0.0, , 70, , 5, ,180, , , ,30.24, , , , , ,30.31, ,AA, , , ,30.31, 
13743,20160306,2252,11,BKN250, ,10.00, , , ,40, ,4.4, ,37, ,2.8, ,33, ,0.6, , 76, , 5, ,160, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160306,2352,11,BKN250, ,10.00, , , ,38, ,3.3, ,36, ,2.2, ,33, ,0.6, , 82, , 6, ,180, , , ,30.24, , , , , ,30.31, ,AA, , , ,30.31, 
13743,20160307,0052,11,BKN250, ,10.00, , , ,38, ,3.3, ,36, ,2.2, ,33, ,0.6, , 82, , 5, ,190, , , ,30.26, , , , , ,30.32, ,AA, , , ,30.33, 
13743,20160307,0152,11,BKN250, ,10.00, , , ,38, ,3.3, ,36, ,2.4, ,34, ,1.1, , 86, , 7, ,170, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160307,0252,11,BKN250, , 9.00, , , ,38, ,3.3, ,36, ,2.4, ,34, ,1.1, , 86, ,10, ,180, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160307,0352,11,SCT160 BKN250, ,10.00, , , ,38, ,3.3, ,36, ,2.4, ,34, ,1.1, , 86, ,13, ,180, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160307,0452,11,SCT250, ,10.00, , , ,37, ,2.8, ,35, ,1.8, ,33, ,0.6, , 86, , 8, ,200, , , ,30.21, , , , , ,30.28, ,AA, , , ,30.28, 
13743,20160307,0552,11,FEW250, , 9.00, , , ,36, ,2.2, ,34, ,1.3, ,32, ,0.0, , 85, , 7, ,190, , , ,30.23, , , , , ,30.29, ,AA, , , ,30.30, 
13743,20160307,0652,11,FEW160 SCT250, , 7.00, , , ,38, ,3.3, ,36, ,2.4, ,34, ,1.1, , 86, ,10, ,180, , , ,30.22, , , , , ,30.29, ,AA, , , ,30.29, 
13743,20160307,0752,11,FEW250, , 8.00, , , ,40, ,4.4, ,37, ,3.0, ,34, ,1.1, , 79, ,10, ,190, , , ,30.23, , , , , ,30.29, ,AA, , , ,30.30, 
13743,20160307,0852,11,FEW250, ,10.00, , , ,44, ,6.7, ,41, ,4.7, ,36, ,2.2, , 74, ,18, ,200, ,23, ,30.22, , , , , ,30.29, ,AA, , , ,30.29, 
13743,20160307,0952,11,FEW250, ,10.00, , , ,49, ,9.4, ,44, ,6.4, ,37, ,2.8, , 63, ,15, ,210, , , ,30.21, , , , , ,30.28, ,AA, , , ,30.28, 
13743,20160307,1052,11,FEW130 FEW250, ,10.00, , , ,51, ,10.6, ,45, ,7.0, ,37, ,2.8, , 59, ,13, ,210, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160307,1152,11,SCT250, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, ,14, ,170, , , ,30.17, , , , , ,30.24, ,AA, , , ,30.24, 
13743,20160307,1252,11,BKN250, ,10.00, , , ,57, ,13.9, ,49, ,9.3, ,40, ,4.4, , 53, ,15, ,170, , , ,30.13, , , , , ,30.19, ,AA, , , ,30.20, 
13743,20160307,1352,11,BKN250, ,10.00, , , ,62, ,16.7, ,50, ,10.1, ,38, ,3.3, , 41, ,11, ,180, , , ,30.09, , , , , ,30.16, ,AA, , , ,30.16, 
13743,20160307,1452,11,BKN250, ,10.00, , , ,65, ,18.3, ,51, ,10.7, ,37, ,2.8, , 36, ,15, ,200, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160307,1552,11,FEW130 BKN250, ,10.00, , , ,64, ,17.8, ,51, ,10.4, ,37, ,2.8, , 37, ,18, ,200, , , ,30.05, , , , , ,30.12, ,AA, , , ,30.12, 
13743,20160307,1652,11,FEW130 BKN240, ,10.00, , , ,65, ,18.3, ,51, ,10.5, ,36, ,2.2, , 34, ,13, ,210, , , ,30.03, , , , , ,30.10, ,AA, , , ,30.10, 
13743,20160307,1752,11,FEW130 BKN250, ,10.00, , , ,63, ,17.2, ,50, ,9.7, ,35, ,1.7, , 35, ,13, ,220, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160307,1852,11,BKN250, ,10.00, , , ,60, ,15.6, ,48, ,9.0, ,35, ,1.7, , 39, ,10, ,210, , , ,30.05, , , , , ,30.12, ,AA, , , ,30.12, 
13743,20160307,1952,11,BKN140 BKN250, ,10.00, , , ,54, ,12.2, ,47, ,8.5, ,40, ,4.4, , 59, , 6, ,210, , , ,30.05, , , , , ,30.12, ,AA, , , ,30.12, 
13743,20160307,2052,11,BKN130 BKN250, ,10.00, , , ,54, ,12.2, ,47, ,8.5, ,40, ,4.4, , 59, , 8, ,170, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160307,2152,11,BKN130, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, , 7, ,190, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160307,2252,11,BKN170 BKN250, ,10.00, , , ,51, ,10.6, ,46, ,7.6, ,40, ,4.4, , 66, , 7, ,190, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160307,2352,11,FEW170 BKN250, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, , 3, ,210, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160308,0052,11,BKN120 OVC170, ,10.00, , , ,54, ,12.2, ,47, ,8.2, ,39, ,3.9, , 57, , 3, ,250, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160308,0152,11,OVC120, ,10.00, , , ,52, ,11.1, ,46, ,7.9, ,40, ,4.4, , 64, , 0, ,000, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160308,0252,11,BKN120 OVC200, ,10.00, , , ,51, ,10.6, ,46, ,7.9, ,41, ,5.0, , 69, , 3, ,240, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160308,0352,11,OVC100, , 8.00, , , ,48, ,8.9, ,45, ,7.3, ,42, ,5.6, , 80, , 0, ,000, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160308,0452,11,FEW100 SCT250, ,10.00, , , ,48, ,8.9, ,44, ,6.8, ,40, ,4.4, , 74, , 0, ,000, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160308,0552,11,SCT100 SCT250, ,10.00, , , ,49, ,9.4, ,45, ,7.3, ,41, ,5.0, , 74, , 5, ,210, , , ,30.09, , , , , ,30.15, ,AA, , , ,30.16, 
13743,20160308,0652,11,SCT110 BKN250, ,10.00, , , ,47, ,8.3, ,45, ,7.0, ,42, ,5.6, , 83, , 3, ,200, , , ,30.11, , , , , ,30.18, ,AA, , , ,30.18, 
13743,20160308,0752,11,SCT110 SCT140 BKN250, ,10.00, , , ,51, ,10.6, ,47, ,8.1, ,42, ,5.6, , 71, , 7, ,190, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160308,0852,11,FEW110 BKN140 OVC250, ,10.00, , , ,54, ,12.2, ,48, ,8.7, ,41, ,5.0, , 62, , 7, ,180, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160308,0952,11,FEW120 BKN140 OVC250, ,10.00, , , ,58, ,14.4, ,50, ,10.0, ,42, ,5.6, , 55, , 6, ,180, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160308,1052,11,FEW120 BKN150 OVC250, ,10.00, , , ,61, ,16.1, ,51, ,10.5, ,41, ,5.0, , 48, , 7, ,170, , , ,30.14, , , , , ,30.21, ,AA, , , ,30.21, 
13743,20160308,1152,11,SCT150 BKN250, ,10.00, , , ,68, ,20.0, ,55, ,12.5, ,42, ,5.6, , 39, , 3, ,130, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160308,1252,11,FEW150 BKN250, ,10.00, , , ,74, ,23.3, ,55, ,12.8, ,37, ,2.8, , 26, , 5, ,100, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160308,1352,11,FEW140 BKN250, ,10.00, , , ,74, ,23.3, ,56, ,13.2, ,39, ,3.9, , 28, , 0, ,000, , , ,30.06, , , , , ,30.12, ,AA, , , ,30.13, 
13743,20160308,1452,11,FEW140 SCT250, ,10.00, , , ,78, ,25.6, ,57, ,14.1, ,39, ,3.9, , 25, , 3, ,030, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160308,1516,11,FEW150 BKN250, ,10.00, , , ,78, ,25.6, ,57, ,13.7, ,37, ,2.8, , 23, ,13, ,270, ,23, ,30.04, , , , , ,M, ,SP, , , ,30.11, 
13743,20160308,1552,11,FEW150 SCT250, ,10.00, , , ,79, ,26.1, ,57, ,13.9, ,37, ,2.8, , 22, , 6, ,300, , , ,30.03, , , , , ,30.10, ,AA, , , ,30.10, 
13743,20160308,1652,11,FEW150 SCT250, ,10.00, , , ,73, ,22.8, ,55, ,13.0, ,39, ,3.9, , 29, , 7, ,180, , , ,30.03, , , , , ,30.09, ,AA, , , ,30.10, 
13743,20160308,1752,11,FEW150 BKN250, ,10.00, , , ,68, ,20.0, ,53, ,11.6, ,38, ,3.3, , 33, , 9, ,180, , , ,30.03, , , , , ,30.10, ,AA, , , ,30.10, 
13743,20160308,1852,11,BKN250, ,10.00, , , ,63, ,17.2, ,52, ,10.8, ,40, ,4.4, , 43, , 6, ,160, , , ,30.03, , , , , ,30.10, ,AA, , , ,30.10, 
13743,20160308,1952,11,SCT250, ,10.00, , , ,64, ,17.8, ,52, ,10.8, ,39, ,3.9, , 40, , 8, ,190, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160308,2052,11,SCT250, ,10.00, , , ,60, ,15.6, ,50, ,10.0, ,40, ,4.4, , 48, , 8, ,180, , , ,30.05, , , , , ,30.12, ,AA, , , ,30.12, 
13743,20160308,2152,11,FEW250, ,10.00, , , ,58, ,14.4, ,49, ,9.5, ,40, ,4.4, , 51, , 8, ,190, , , ,30.05, , , , , ,30.12, ,AA, , , ,30.12, 
13743,20160308,2252,11,BKN250, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, , 8, ,190, , , ,30.03, , , , , ,30.10, ,AA, , , ,30.10, 
13743,20160308,2352,11,BKN250, ,10.00, , , ,56, ,13.3, ,49, ,9.2, ,41, ,5.0, , 57, , 7, ,190, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160309,0052,11,BKN250, ,10.00, , , ,55, ,12.8, ,48, ,9.0, ,41, ,5.0, , 59, , 3, ,200, , , ,30.05, , , , , ,30.11, ,AA, , , ,30.12, 
13743,20160309,0152,11,FEW250, ,10.00, , , ,54, ,12.2, ,48, ,8.7, ,41, ,5.0, , 62, , 5, ,220, , , ,30.04, , , , , ,30.10, ,AA, , , ,30.11, 
13743,20160309,0252,11,CLR, ,10.00, , , ,52, ,11.1, ,45, ,7.4, ,38, ,3.3, , 59, , 7, ,210, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160309,0352,11,FEW250, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, , 0, ,000, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160309,0452,11,CLR, ,10.00, , , ,49, ,9.4, ,46, ,7.5, ,42, ,5.6, , 77, , 0, ,000, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160309,0552,11,FEW250, ,10.00, , , ,48, ,8.9, ,45, ,7.3, ,42, ,5.6, , 80, , 0, ,000, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160309,0652,11,BKN250, ,10.00, , , ,48, ,8.9, ,44, ,6.8, ,40, ,4.4, , 74, , 0, ,000, , , ,30.09, , , , , ,30.16, ,AA, , , ,30.16, 
13743,20160309,0752,11,SCT250, ,10.00, , , ,50, ,10.0, ,47, ,8.1, ,43, ,6.1, , 77, , 3, ,180, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160309,0852,11,FEW250, ,10.00, , , ,57, ,13.9, ,50, ,9.7, ,42, ,5.6, , 57, , 6, ,160, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160309,0952,11,FEW250, ,10.00, , , ,62, ,16.7, ,53, ,11.5, ,44, ,6.7, , 52, , 7, ,180, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160309,1052,11,SCT250, ,10.00, , , ,67, ,19.4, ,55, ,12.9, ,45, ,7.2, , 45, , 7, ,170, , , ,30.10, , , , , ,30.17, ,AA, , , ,30.17, 
13743,20160309,1152,11,SCT250, ,10.00, , , ,70, ,21.1, ,57, ,13.9, ,46, ,7.8, , 42, , 8, ,180, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160309,1252,11,BKN250, ,10.00, , , ,74, ,23.3, ,59, ,14.7, ,46, ,7.8, , 37, , 9, ,170, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160309,1352,11,BKN250, ,10.00, , , ,75, ,23.9, ,59, ,14.7, ,45, ,7.2, , 34, , 9, ,180, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
13743,20160309,1452,11,BKN250, ,10.00, , , ,78, ,25.6, ,59, ,14.7, ,42, ,5.6, , 28, ,10, ,170, , , ,29.99, , , , , ,30.06, ,AA, , , ,30.06, 
13743,20160309,1552,11,CLR, ,10.00, , , ,76, ,24.4, ,58, ,14.5, ,43, ,6.1, , 31, ,11, ,170, , , ,29.98, , , , , ,30.05, ,AA, , , ,30.05, 
13743,20160309,1652,11,BKN250, ,10.00, , , ,76, ,24.4, ,58, ,14.5, ,43, ,6.1, , 31, , 9, ,170, , , ,29.98, , , , , ,30.04, ,AA, , , ,30.05, 
13743,20160309,1752,11,BKN250, ,10.00, , , ,70, ,21.1, ,56, ,13.4, ,44, ,6.7, , 39, ,13, ,180, , , ,29.98, , , , , ,30.05, ,AA, , , ,30.05, 
13743,20160309,1852,11,BKN250, ,10.00, , , ,65, ,18.3, ,54, ,12.2, ,44, ,6.7, , 47, ,10, ,180, , , ,29.98, , , , , ,30.05, ,AA, , , ,30.05, 
13743,20160309,1952,11,SCT250, ,10.00, , , ,66, ,18.9, ,55, ,12.7, ,45, ,7.2, , 47, , 6, ,190, , , ,29.99, , , , , ,30.06, ,AA, , , ,30.06, 
13743,20160309,2052,11,SCT250, ,10.00, , , ,64, ,17.8, ,55, ,12.7, ,47, ,8.3, , 54, , 8, ,190, , , ,30.01, , , , , ,30.07, ,AA, , , ,30.08, 
13743,20160309,2152,11,SCT250, ,10.00, , , ,63, ,17.2, ,55, ,12.7, ,48, ,8.9, , 58, ,10, ,180, , , ,30.01, , , , , ,30.07, ,AA, , , ,30.08, 
13743,20160309,2252,11,SCT250, ,10.00, , , ,62, ,16.7, ,55, ,12.7, ,49, ,9.4, , 63, ,10, ,180, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
13743,20160309,2352,11,BKN240, ,10.00, , , ,61, ,16.1, ,55, ,12.5, ,49, ,9.4, , 65, ,13, ,180, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
